,157,158,165,186,422,449,648,675,685,704,891,902,910,936,942,1191,1234,1512,1542,1808,1842,1850,1860,2085,2120,2131,2150,2269,2273,2292
coef,-1163.4084046766575,-1379.9109808407925,-1880.2214201129484,-1705.9941959069254,-1754.5226358276968,-1563.5054482862083,-1702.0374939068015,-1396.0106327314486,-1560.7094967973208,-1651.7688938887352,-1781.6293791563007,-2062.6458155512405,-1606.0920713449202,-1896.5302152389436,-2093.8505217841494,-1317.7776667335024,-1869.4224414363412,-1505.6474958339022,-2209.874109004686,-1159.8763038852353,-1908.6029364443648,-2152.139070435319,-1857.8588373489363,-1806.6649162981225,-1416.5061235115982,-1377.8036452626159,-1438.276492796774,-1417.852206737359,-2018.5471299347766,-1405.8481273158457
intercept,1.3433797030745689,1.8223540065450536,1.0958634224837986,1.8851950389220757,3.12839992100964,1.343773474171412,2.6519066185242535,2.3869695509240416,0.4950605919963498,2.7923026528117254,2.1750496387663762,2.6995903174072478,2.314665455626236,1.8626873159312325,0.8026505039246068,1.1232549652736352,1.3954191787049854,1.8156504637057127,0.941311855213883,0.649452576009061,4.067464737667729,1.3980624638716375,1.0810647873859742,1.024922022118135,0.9952944306319154,1.0784740004112026,1.331847900639242,1.5498863402329475,0.7229593026608025,1.1711726381380125
score,0.8324261707702769,0.7944555071743166,0.9440000814466158,0.9529254874919074,0.9582088345156147,0.9371260558490787,0.9096681012243543,0.9042709863793763,0.8794212595209806,0.9109401602992088,0.964712415925886,0.9167933297250865,0.6521597617466882,0.9557722086350718,0.9973331591889695,0.9389543758859105,0.9819746487187868,0.8366184201272808,0.9726337399526155,0.9269437333277333,0.864845548625864,0.914750854930273,0.9148451007350754,0.9393789874571922,0.6530231052449155,0.7777303812260027,0.8265026361751436,0.9991149167106407,0.9954961843658827,0.8650938107782301
