,157,158,165,186,422,449,648,675,685,704,891,902,910,936,942,1191,1234,1512,1542,1808,1842,1850,1860,2085,2120,2131,2150,2269,2273,2292
1988-01-01,0.0016120432051425803,,-0.005168373439167399,,,,,0.002507600706805654,,,,,,,-0.0005725972583254328,,,,,0.0007883554215546175,,-2.130907114247744e-05,0.0004582897825051116,,0.0007294682891051643,0.0001921888366425268,,,,0.0008773331126461946
1988-01-02,0.00029792797871842994,-0.00016381341067884503,,,,,,-0.00012387289396635837,,,,,,,,,0.004526929515049907,0.0020215696188154377,,,,,,0.002894171713117533,0.00031185109981781957,-6.332077387628336e-05,0.005345144357636062,,,0.00033837864941723637
1988-01-03,0.00029792797871842994,,0.0024866422122531784,,,,,,0.00041786469453126523,,0.012673946762094103,,,,,0.0014948748097296325,,0.0020215696188154377,,-0.00025515437452845583,,0.00157501403275454,0.0011317244410278683,0.010064480457110538,0.0007865316844081762,0.0007244552636940422,,,,0.0007160755552254112
1988-01-04,-0.0019084424088143606,-0.005141786098733655,0.008526017130413175,,0.003778147196614782,,,0.005926327501074518,0.00086288974876275,,0.01502618445679676,,,0.0015156194762117696,0.011231884940726012,0.003619602237847874,-0.001478943095546211,0.002433732893637044,0.0008536613890646038,0.0031464149314662,-0.004869664852477801,-0.00018593209134122493,0.009315498559375064,0.007288970454333094,0.0006802548472669243,0.00047182317791200247,0.005420684807911422,,0.004059846477390689,0.0035079619433714565
1988-01-05,0.0050149590924494876,0.005435958118788128,0.0017837407837275666,,0.025238023273386742,,,0.004057884895414868,0.00013759229583846434,-0.006762988011066706,0.014760899248833137,,,-0.0028413132862919704,-0.003779688506837255,0.010841213229347349,0.0015505646842982862,0.005214609667958886,,0.00010499625816755406,0.008975460708488496,0.002301814221308903,0.005889727336996923,0.014634135685202894,0.005383097677835176,0.0013774532590932714,0.004464501723625171,,-0.0030980390405640113,-0.0008549427664161558
1988-01-06,0.0008155788791452117,-0.008023532146625455,,,-0.004987154299531515,,,-0.0031439492869070476,-0.0015123686380969904,-0.005738292857874781,0.009332966683267855,,,0.003765926453367741,-0.001101148573702755,-4.395664359194218e-05,-0.001038378156323626,-0.00635000744693617,0.0009359533661977295,0.0027060476541921866,-0.0097393297049556,0.0005093640979162148,-0.003411010115377929,-0.009061886839668491,-0.002047996721387105,-0.005282930156235655,0.002031180988411789,,-0.004111434361116402,-2.2697331462281033e-05
1988-01-07,0.005500193208032744,0.0062371695317572145,-0.0061251612686339585,,,,,0.007032802602638709,-0.00018831219105210428,-0.002356798852341428,0.004290913098397819,,,0.00032354291712228487,0.00601872238587912,0.0006157659983039888,0.004526929515049907,0.0020215696188154377,-0.00019252262763178043,0.0015234266508900834,0.0023870906139597066,-0.00025156194133543346,0.003591336379845212,0.002894171713117533,0.0003003168389863846,0.00184525260163792,-0.0009030333309842203,,0.0004799872669905577,0.004346906299341684
1988-01-08,0.0003436698896799011,0.00011899851593911134,0.0024832355817433634,,,,,0.007411500642650159,,,0.0038196640617111062,,,0.002480495697937517,0.012327525123295288,,0.004526929515049907,-0.00031231012460483036,0.0005446998263069003,0.007060285522160025,0.0016232216174926005,0.0023437847349610922,0.00708692079765727,-0.0010438317112659058,0.0015800280759521433,0.0036146147170432502,,,0.0013303542108076924,0.005294332859959451
1988-01-09,0.021668739032566525,0.0005361341384830465,0.006630280067676815,,,,,0.01845884691351573,0.0014260702572227993,,0.0021356751128885805,,,,0.017817696193797087,,0.007634578111750087,0.004124002022383493,0.0011819730167871847,0.017881905483466222,,0.0024328900783306007,0.011720004568543477,0.0026035483577160337,7.89043729079323e-05,0.004802935623752198,0.002672572178818031,,0.0004372306424297825,0.01629861412545831
